utc_time,current_values,hr1_tech_content,secondary_data
2022-09-06 05:23:00.000066,"2,583.05 -17.55    -0.67%
01:22:32 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:20AM GMT
Name
Value
Action
RSI(14)
42.932
Sell
STOCH(9,6)
43.130
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.290
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.541
Oversold
CCI(14)
-191.9706
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3608
Sell
Ultimate Oscillator
37.361
Sell
ROC
-0.416
Sell
Bull/Bear Power(13)
-36.3780
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:20AM GMT
Period
Simple
Exponential
MA5
2595.55
Sell
2592.53
Sell
MA10
2599.50
Sell
2595.85
Sell
MA20
2600.46
Sell
2599.84
Sell
MA50
2600.56
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 265,652
Bid/Ask: 2,582.55 / 2,583.10
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:25:00.000048,"2,578.20 -22.40    -0.86%
01:24:52 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:20AM GMT
Name
Value
Action
RSI(14)
42.932
Sell
STOCH(9,6)
43.130
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.290
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.541
Oversold
CCI(14)
-191.9706
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3608
Sell
Ultimate Oscillator
37.361
Sell
ROC
-0.416
Sell
Bull/Bear Power(13)
-36.3780
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:20AM GMT
Period
Simple
Exponential
MA5
2595.55
Sell
2592.53
Sell
MA10
2599.50
Sell
2595.85
Sell
MA20
2600.46
Sell
2599.84
Sell
MA50
2600.56
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 270,347
Bid/Ask: 2,578.65 / 2,579.40
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:27:00.000047,"2,579.10 -21.50    -0.83%
01:26:42 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:20AM GMT
Name
Value
Action
RSI(14)
42.932
Sell
STOCH(9,6)
43.130
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.290
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.541
Oversold
CCI(14)
-191.9706
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3608
Sell
Ultimate Oscillator
37.361
Sell
ROC
-0.416
Sell
Bull/Bear Power(13)
-36.3780
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:20AM GMT
Period
Simple
Exponential
MA5
2595.55
Sell
2592.53
Sell
MA10
2599.50
Sell
2595.85
Sell
MA20
2600.46
Sell
2599.84
Sell
MA50
2600.56
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 271,982
Bid/Ask: 2,578.85 / 2,579.10
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:29:00.000052,"2,581.50 -19.10    -0.73%
01:28:53 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:20AM GMT
Name
Value
Action
RSI(14)
42.932
Sell
STOCH(9,6)
43.130
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.290
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.541
Oversold
CCI(14)
-191.9706
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3608
Sell
Ultimate Oscillator
37.361
Sell
ROC
-0.416
Sell
Bull/Bear Power(13)
-36.3780
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:20AM GMT
Period
Simple
Exponential
MA5
2595.55
Sell
2592.53
Sell
MA10
2599.50
Sell
2595.85
Sell
MA20
2600.46
Sell
2599.84
Sell
MA50
2600.56
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 275,216
Bid/Ask: 2,581.50 / 2,581.85
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:31:00.000050,"2,583.10 -17.50    -0.67%
01:30:41 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:30AM GMT
Name
Value
Action
RSI(14)
42.947
Sell
STOCH(9,6)
43.147
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.280
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.438
Oversold
CCI(14)
-191.8467
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3107
Sell
Ultimate Oscillator
37.397
Sell
ROC
-0.415
Sell
Bull/Bear Power(13)
-36.3920
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:30AM GMT
Period
Simple
Exponential
MA5
2595.56
Sell
2592.54
Sell
MA10
2599.51
Sell
2595.86
Sell
MA20
2600.47
Sell
2599.85
Sell
MA50
2600.57
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 278,879
Bid/Ask: 2,583.00 / 2,583.10
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:33:00.000045,"2,582.50 -18.10    -0.70%
01:32:26 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:30AM GMT
Name
Value
Action
RSI(14)
42.947
Sell
STOCH(9,6)
43.147
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.280
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.438
Oversold
CCI(14)
-191.8467
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3107
Sell
Ultimate Oscillator
37.397
Sell
ROC
-0.415
Sell
Bull/Bear Power(13)
-36.3920
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:30AM GMT
Period
Simple
Exponential
MA5
2595.56
Sell
2592.54
Sell
MA10
2599.51
Sell
2595.86
Sell
MA20
2600.47
Sell
2599.85
Sell
MA50
2600.57
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 281,602
Bid/Ask: 2,582.25 / 2,582.60
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:35:00.000048,"2,584.00 -16.60    -0.64%
01:34:25 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:30AM GMT
Name
Value
Action
RSI(14)
42.947
Sell
STOCH(9,6)
43.147
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.280
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.438
Oversold
CCI(14)
-191.8467
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3107
Sell
Ultimate Oscillator
37.397
Sell
ROC
-0.415
Sell
Bull/Bear Power(13)
-36.3920
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:30AM GMT
Period
Simple
Exponential
MA5
2595.56
Sell
2592.54
Sell
MA10
2599.51
Sell
2595.86
Sell
MA20
2600.47
Sell
2599.85
Sell
MA50
2600.57
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 284,230
Bid/Ask: 2,583.55 / 2,584.00
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:37:00.000044,"2,588.40 -12.20    -0.47%
01:36:32 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:30AM GMT
Name
Value
Action
RSI(14)
42.947
Sell
STOCH(9,6)
43.147
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.280
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.438
Oversold
CCI(14)
-191.8467
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3107
Sell
Ultimate Oscillator
37.397
Sell
ROC
-0.415
Sell
Bull/Bear Power(13)
-36.3920
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:30AM GMT
Period
Simple
Exponential
MA5
2595.56
Sell
2592.54
Sell
MA10
2599.51
Sell
2595.86
Sell
MA20
2600.47
Sell
2599.85
Sell
MA50
2600.57
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 309,440
Bid/Ask: 2,588.65 / 2,589.40
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:39:00.000045,"2,586.85 -13.75    -0.53%
01:38:07 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:30AM GMT
Name
Value
Action
RSI(14)
42.947
Sell
STOCH(9,6)
43.147
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-2.280
Sell
ADX(14)
19.582
Neutral
Williams %R
-82.438
Oversold
CCI(14)
-191.8467
Sell
ATR(14)
15.7893
Less Volatility
Highs/Lows(14)
-10.3107
Sell
Ultimate Oscillator
37.397
Sell
ROC
-0.415
Sell
Bull/Bear Power(13)
-36.3920
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:30AM GMT
Period
Simple
Exponential
MA5
2595.56
Sell
2592.54
Sell
MA10
2599.51
Sell
2595.86
Sell
MA20
2600.47
Sell
2599.85
Sell
MA50
2600.57
Sell
2605.89
Sell
MA100
2616.23
Sell
2609.73
Sell
MA200
2621.03
Sell
2592.79
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 319,213
Bid/Ask: 2,586.05 / 2,586.85
Day's Range: 2,573.50 - 2,620.00"
2022-09-06 05:41:00.000044,"2,584.05 -16.55    -0.64%
01:40:52 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE030A01027
S/N:  HINDUNILVR","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsSep 06, 2022 05:40AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2544.60
2564.50
2574.65
2594.55
2604.70
2624.60
2634.75
Fibonacci
2564.50
2575.98
2583.07
2594.55
2606.03
2613.12
2624.60
Camarilla
2576.54
2579.29
2582.05
2594.55
2587.55
2590.31
2593.06
Woodie's
2539.72
2562.06
2569.77
2592.11
2599.82
2622.16
2629.87
DeMark's
-
-
2569.58
2592.01
2599.63
-
-
Technical IndicatorsSep 06, 2022 05:40AM GMT
Name
Value
Action
RSI(14)
44.951
Sell
STOCH(9,6)
45.076
Neutral
STOCHRSI(14)
12.735
Oversold
MACD(12,26)
-1.830
Sell
ADX(14)
18.696
Neutral
Williams %R
-70.868
Sell
CCI(14)
-166.2226
Sell
ATR(14)
16.1036
Less Volatility
Highs/Lows(14)
-4.7106
Sell
Ultimate Oscillator
40.167
Sell
ROC
-0.199
Sell
Bull/Bear Power(13)
-33.5941
Sell
Buy: 0
Sell: 8
Neutral: 2


Summary:Strong Sell
Moving AveragesSep 06, 2022 05:40AM GMT
Period
Simple
Exponential
MA5
2596.68
Sell
2594.41
Sell
MA10
2600.07
Sell
2596.88
Sell
MA20
2600.75
Sell
2600.38
Sell
MA50
2600.68
Sell
2606.11
Sell
MA100
2616.29
Sell
2609.84
Sell
MA200
2621.06
Sell
2592.85
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 328,067
Bid/Ask: 2,584.05 / 2,584.40
Day's Range: 2,573.50 - 2,620.00"
