utc_time,current_values,hr1_tech_content,secondary_data
2022-08-11 04:18:00.000076,"2,594.80 +12.30    +0.48%
00:17:35 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (8)Sell (0)
Pivot PointsAug 11, 2022 04:10AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:10AM GMT
Name
Value
Action
RSI(14)
62.064
Buy
STOCH(9,6)
48.115
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.510
Buy
ADX(14)
49.800
Buy
Williams %R
-35.813
Buy
CCI(14)
158.1789
Buy
ATR(14)
12.1036
Less Volatility
Highs/Lows(14)
8.2715
Buy
Ultimate Oscillator
49.643
Neutral
ROC
0.386
Buy
Bull/Bear Power(13)
31.7260
Buy
Buy: 8
Sell: 0
Neutral: 2


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:10AM GMT
Period
Simple
Exponential
MA5
2584.11
Buy
2584.25
Buy
MA10
2578.06
Buy
2579.45
Buy
MA20
2570.35
Buy
2575.23
Buy
MA50
2572.48
Buy
2556.35
Buy
MA100
2518.52
Buy
2529.52
Buy
MA200
2471.75
Buy
2520.08
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 843,733
Bid/Ask: 2,594.55 / 2,594.80
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:20:00.000057,"2,596.00 +13.50    +0.52%
00:19:20 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (8)Sell (0)
Pivot PointsAug 11, 2022 04:10AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:10AM GMT
Name
Value
Action
RSI(14)
62.064
Buy
STOCH(9,6)
48.115
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.510
Buy
ADX(14)
49.800
Buy
Williams %R
-35.813
Buy
CCI(14)
158.1789
Buy
ATR(14)
12.1036
Less Volatility
Highs/Lows(14)
8.2715
Buy
Ultimate Oscillator
49.643
Neutral
ROC
0.386
Buy
Bull/Bear Power(13)
31.7260
Buy
Buy: 8
Sell: 0
Neutral: 2


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:10AM GMT
Period
Simple
Exponential
MA5
2584.11
Buy
2584.25
Buy
MA10
2578.06
Buy
2579.45
Buy
MA20
2570.35
Buy
2575.23
Buy
MA50
2572.48
Buy
2556.35
Buy
MA100
2518.52
Buy
2529.52
Buy
MA200
2471.75
Buy
2520.08
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 881,419
Bid/Ask: 2,595.60 / 2,595.70
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:22:00.000055,"2,596.05 +13.55    +0.52%
00:21:30 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
64.556
Buy
STOCH(9,6)
50.132
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.990
Buy
ADX(14)
49.800
Buy
Williams %R
-23.710
Buy
CCI(14)
181.3566
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
14.1785
Buy
Ultimate Oscillator
54.049
Buy
ROC
0.622
Buy
Bull/Bear Power(13)
32.6839
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
2585.33
Buy
2586.29
Buy
MA10
2578.66
Buy
2580.56
Buy
MA20
2570.65
Buy
2575.81
Buy
MA50
2572.61
Buy
2556.59
Buy
MA100
2518.59
Buy
2529.64
Buy
MA200
2471.78
Buy
2520.14
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 921,033
Bid/Ask: 2,596.05 / 2,596.45
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:24:00.000053,"2,596.75 +14.25    +0.55%
00:23:40 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
64.556
Buy
STOCH(9,6)
50.132
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.990
Buy
ADX(14)
49.800
Buy
Williams %R
-23.710
Buy
CCI(14)
181.3566
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
14.1785
Buy
Ultimate Oscillator
54.049
Buy
ROC
0.622
Buy
Bull/Bear Power(13)
32.6839
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
2585.33
Buy
2586.29
Buy
MA10
2578.66
Buy
2580.56
Buy
MA20
2570.65
Buy
2575.81
Buy
MA50
2572.61
Buy
2556.59
Buy
MA100
2518.59
Buy
2529.64
Buy
MA200
2471.78
Buy
2520.14
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 943,463
Bid/Ask: 2,596.45 / 2,596.75
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:26:00.000064,"2,595.15 +12.65    +0.49%
00:25:21 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
64.556
Buy
STOCH(9,6)
50.132
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.990
Buy
ADX(14)
49.800
Buy
Williams %R
-23.710
Buy
CCI(14)
181.3566
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
14.1785
Buy
Ultimate Oscillator
54.049
Buy
ROC
0.622
Buy
Bull/Bear Power(13)
32.6839
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
2585.33
Buy
2586.29
Buy
MA10
2578.66
Buy
2580.56
Buy
MA20
2570.65
Buy
2575.81
Buy
MA50
2572.61
Buy
2556.59
Buy
MA100
2518.59
Buy
2529.64
Buy
MA200
2471.78
Buy
2520.14
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 954,159
Bid/Ask: 2,595.10 / 2,595.15
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:28:00.000052,"2,594.85 +12.35    +0.48%
00:27:31 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
64.556
Buy
STOCH(9,6)
50.132
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.990
Buy
ADX(14)
49.800
Buy
Williams %R
-23.710
Buy
CCI(14)
181.3566
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
14.1785
Buy
Ultimate Oscillator
54.049
Buy
ROC
0.622
Buy
Bull/Bear Power(13)
32.6839
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
2585.33
Buy
2586.29
Buy
MA10
2578.66
Buy
2580.56
Buy
MA20
2570.65
Buy
2575.81
Buy
MA50
2572.61
Buy
2556.59
Buy
MA100
2518.59
Buy
2529.64
Buy
MA200
2471.78
Buy
2520.14
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 966,953
Bid/Ask: 2,594.85 / 2,595.00
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:30:00.000054,"2,596.10 +13.60    +0.53%
00:28:43 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
64.556
Buy
STOCH(9,6)
50.132
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.990
Buy
ADX(14)
49.800
Buy
Williams %R
-23.710
Buy
CCI(14)
181.3566
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
14.1785
Buy
Ultimate Oscillator
54.049
Buy
ROC
0.622
Buy
Bull/Bear Power(13)
32.6839
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
2585.33
Buy
2586.29
Buy
MA10
2578.66
Buy
2580.56
Buy
MA20
2570.65
Buy
2575.81
Buy
MA50
2572.61
Buy
2556.59
Buy
MA100
2518.59
Buy
2529.64
Buy
MA200
2471.78
Buy
2520.14
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 974,773
Bid/Ask: 2,596.10 / 2,596.15
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:32:00.000050,"2,594.55 +12.05    +0.47%
00:31:39 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
64.111
Buy
STOCH(9,6)
49.752
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.900
Buy
ADX(14)
49.800
Buy
Williams %R
-25.992
Buy
CCI(14)
178.4070
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
13.0286
Buy
Ultimate Oscillator
52.983
Buy
ROC
0.577
Buy
Bull/Bear Power(13)
33.0119
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
2585.10
Buy
2585.90
Buy
MA10
2578.55
Buy
2580.35
Buy
MA20
2570.59
Buy
2575.70
Buy
MA50
2572.58
Buy
2556.54
Buy
MA100
2518.57
Buy
2529.62
Buy
MA200
2471.78
Buy
2520.13
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 1,002,759
Bid/Ask: 2,594.35 / 2,594.55
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:34:00.000054,"2,594.00 +11.50    +0.45%
00:33:39 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
64.111
Buy
STOCH(9,6)
49.752
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.900
Buy
ADX(14)
49.800
Buy
Williams %R
-25.992
Buy
CCI(14)
178.4070
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
13.0286
Buy
Ultimate Oscillator
52.983
Buy
ROC
0.577
Buy
Bull/Bear Power(13)
33.0119
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
2585.10
Buy
2585.90
Buy
MA10
2578.55
Buy
2580.35
Buy
MA20
2570.59
Buy
2575.70
Buy
MA50
2572.58
Buy
2556.54
Buy
MA100
2518.57
Buy
2529.62
Buy
MA200
2471.78
Buy
2520.13
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 1,015,134
Bid/Ask: 2,593.55 / 2,594.00
Day's Range: 2,588.30 - 2,609.90"
2022-08-11 04:36:00.000050,"2,593.05 +10.55    +0.41%
00:35:30 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE002A01018
S/N:  RELIANCE","Summary:Strong Buy
Moving Averages:Strong BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)
Pivot PointsAug 11, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
2562.90
2575.70
2582.80
2595.60
2602.70
2615.50
2622.60
Fibonacci
2575.70
2583.30
2588.00
2595.60
2603.20
2607.90
2615.50
Camarilla
2584.43
2586.25
2588.08
2595.60
2591.72
2593.55
2595.37
Woodie's
2560.04
2574.27
2579.94
2594.17
2599.84
2614.07
2619.74
DeMark's
-
-
2579.25
2593.82
2599.15
-
-
Technical IndicatorsAug 11, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
64.111
Buy
STOCH(9,6)
49.752
Neutral
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
3.900
Buy
ADX(14)
49.800
Buy
Williams %R
-25.992
Buy
CCI(14)
178.4070
Buy
ATR(14)
12.2965
Less Volatility
Highs/Lows(14)
13.0286
Buy
Ultimate Oscillator
52.983
Buy
ROC
0.577
Buy
Bull/Bear Power(13)
33.0119
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy
Moving AveragesAug 11, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
2585.10
Buy
2585.90
Buy
MA10
2578.55
Buy
2580.35
Buy
MA20
2570.59
Buy
2575.70
Buy
MA50
2572.58
Buy
2556.54
Buy
MA100
2518.57
Buy
2529.62
Buy
MA200
2471.78
Buy
2520.13
Buy
Buy: 12
Sell: 0


Summary:Strong Buy","Volume: 1,025,567
Bid/Ask: 2,593.05 / 2,593.10
Day's Range: 2,588.30 - 2,609.90"
