utc_time,current_values,hr1_tech_content,secondary_data
2023-03-09 04:11:00.000099,,,
2023-03-09 04:13:00.000059,,,
2023-03-09 04:15:00.000056,,,
2023-03-09 04:17:00.000069,,,
2023-03-09 04:19:00.001228,,,
2023-03-09 04:21:00.000119,,,
2023-03-09 04:23:00.000082,,,
2023-03-09 04:25:00.000057,,,
2023-03-09 04:27:00.000073,,,
2023-03-09 04:29:00.000058,,,
2023-03-09 04:31:00.000057,,,
2023-03-09 04:33:00.000086,,,
2023-03-09 04:35:00.000058,,,
2023-03-09 04:37:00.000080,,,
2023-03-09 04:39:00.000055,,,
2023-03-09 04:41:00.000056,,,
2023-03-09 04:43:00.000058,,,
2023-03-09 04:45:00.000060,,,
2023-03-09 04:47:00.000059,,,
2023-03-09 04:49:00.000062,,,
2023-03-09 04:51:00.000058,,,
2023-03-09 04:53:00.000081,,,
2023-03-09 04:55:00.000063,,,
2023-03-09 04:57:00.000057,,,
2023-03-09 04:59:00.000075,,,
2023-03-09 05:01:00.000060,,,
2023-03-09 05:03:00.000106,,,
2023-03-09 05:05:00.000060,,,
2023-03-09 05:07:00.000059,,,
2023-03-09 05:09:00.000077,,,
2023-03-09 05:11:00.000056,,,
2023-03-09 05:13:00.000065,,,
2023-03-09 05:15:00.000059,,,
2023-03-09 05:17:00.000058,,,
2023-03-09 05:19:00.000069,,,
2023-03-09 05:21:00.000056,,,
2023-03-09 05:23:00.000058,,,
2023-03-09 05:25:00.000055,,,
2023-03-09 05:27:00.000484,,,
2023-03-09 05:29:00.000058,,,
2023-03-09 05:31:00.000108,,,
2023-03-09 05:33:00.000094,,,
2023-03-09 05:35:00.000057,,,
2023-03-09 05:37:00.000059,,,
2023-03-09 05:39:00.000060,,,
2023-03-09 05:41:00.000079,,,
2023-03-09 05:43:00.000093,,,
2023-03-09 05:45:00.000061,,,
2023-03-09 05:47:00.000059,,,
2023-03-09 05:49:00.000061,,,
2023-03-09 05:51:00.000071,,,
2023-03-09 05:53:00.000075,,,
2023-03-09 05:55:00.000059,,,
2023-03-09 05:57:00.000056,,,
2023-03-09 05:59:00.000061,,,
2023-03-09 06:01:00.000058,,,
2023-03-09 06:03:00.000058,,,
2023-03-09 06:05:00.000154,,,
2023-03-09 06:07:00.000060,,,
2023-03-09 06:09:00.000060,,,
2023-03-09 06:11:00.000143,,,
2023-03-09 06:13:00.000103,,,
2023-03-09 06:15:00.000064,,,
2023-03-09 06:17:00.000056,,,
2023-03-09 06:19:00.000054,,,
2023-03-09 06:21:00.000057,,,
2023-03-09 06:23:00.000058,,,
2023-03-09 06:25:00.000061,,,
2023-03-09 06:27:00.000053,,,
2023-03-09 06:29:00.000062,,,
2023-03-09 06:31:00.000057,,,
2023-03-09 06:33:00.000055,,,
2023-03-09 06:35:00.000055,,,
2023-03-09 06:37:00.000085,,,
2023-03-09 06:39:00.000057,,,
2023-03-09 06:41:00.000071,,,
2023-03-09 06:43:00.000056,,,
2023-03-09 06:45:00.000303,,,
2023-03-09 06:47:00.000060,,,
2023-03-09 06:49:00.000058,,,
2023-03-09 06:51:00.000057,,,
2023-03-09 06:53:00.000069,,,
2023-03-09 06:55:00.000060,,,
2023-03-09 06:57:00.000149,,,
2023-03-09 06:59:00.000070,,,
2023-03-09 07:01:00.000077,,,
2023-03-09 07:03:00.000061,,,
2023-03-09 07:05:00.000059,,,
2023-03-09 07:07:00.000063,,,
2023-03-09 07:09:00.000138,,,
2023-03-09 07:11:00.000064,,,
2023-03-09 07:13:00.000080,,,
2023-03-09 07:15:00.000089,,,
2023-03-09 07:17:00.000058,,,
2023-03-09 07:19:00.000058,,,
2023-03-09 07:21:00.000059,,,
2023-03-09 07:23:00.000065,,,
2023-03-09 07:25:00.000062,,,
2023-03-09 07:27:00.000058,,,
2023-03-09 07:29:00.000077,,,
2023-03-09 07:31:00.000058,,,
2023-03-09 07:33:00.000060,,,
2023-03-09 07:35:00.000061,,,
2023-03-09 07:37:00.000076,,,
2023-03-09 07:39:00.000060,,,
2023-03-09 07:41:00.000064,,,
2023-03-09 07:43:00.000062,,,
2023-03-09 07:45:00.000058,,,
2023-03-09 07:47:00.000057,,,
2023-03-09 07:49:00.000058,,,
2023-03-09 07:51:00.000061,,,
2023-03-09 07:53:00.000060,,,
2023-03-09 07:55:00.000062,,,
2023-03-09 07:57:00.000115,,,
2023-03-09 07:59:00.000057,,,
2023-03-09 08:01:00.000081,,,
2023-03-09 08:03:00.000987,,,
2023-03-09 08:05:00.000076,,,
2023-03-09 08:07:00.000058,,,
2023-03-09 08:09:00.000058,,,
2023-03-09 08:11:00.000068,,,
2023-03-09 08:13:00.000100,,,
2023-03-09 08:15:00.000059,,,
2023-03-09 08:17:00.000061,,,
2023-03-09 08:19:00.000056,,,
2023-03-09 08:21:00.000059,,,
2023-03-09 08:23:00.000072,,,
2023-03-09 08:25:00.000056,,,
2023-03-09 08:27:00.000077,,,
2023-03-09 08:29:00.000110,,,
2023-03-09 08:31:00.000191,,,
2023-03-09 08:33:00.000056,,,
2023-03-09 08:35:00.000055,,,
2023-03-09 08:37:00.000058,,,
2023-03-09 08:39:00.000059,,,
