time,y
2022-02-22 09:40:00+05:30,2357.55
2022-02-22 09:42:00+05:30,2356.75
2022-02-22 09:44:00+05:30,2355.9
2022-02-22 09:46:00+05:30,2353.15
2022-02-22 09:48:00+05:30,2357.55
2022-02-22 09:50:00+05:30,2361.0
2022-02-22 09:52:00+05:30,2363.0
2022-02-22 09:54:00+05:30,2365.0
2022-02-22 09:56:00+05:30,2360.0
2022-02-22 09:58:00+05:30,2361.1
2022-02-22 10:00:00+05:30,2362.0
2022-02-22 10:02:00+05:30,2362.95
2022-02-22 10:04:00+05:30,2362.5
2022-02-22 10:06:00+05:30,2363.85
2022-02-22 10:08:00+05:30,2359.6
2022-02-22 10:10:00+05:30,2358.5
2022-02-22 10:12:00+05:30,2357.1
2022-02-22 10:14:00+05:30,2356.3
2022-02-22 10:16:00+05:30,2356.6
2022-02-22 10:18:00+05:30,2359.0
2022-02-22 10:20:00+05:30,2358.5
2022-02-22 10:22:00+05:30,2358.0
2022-02-22 10:24:00+05:30,2359.7
2022-02-22 10:26:00+05:30,2360.2
2022-02-22 10:28:00+05:30,2361.0
2022-02-22 10:30:00+05:30,2360.25
2022-02-22 10:32:00+05:30,2361.1
2022-02-22 10:34:00+05:30,2359.2
2022-02-22 10:36:00+05:30,2359.0
2022-02-22 10:38:00+05:30,2359.05
2022-02-22 10:40:00+05:30,2357.35
2022-02-22 10:42:00+05:30,2358.5
2022-02-22 10:44:00+05:30,2354.0
2022-02-22 10:46:00+05:30,2357.0
2022-02-22 10:48:00+05:30,2358.4
2022-02-22 10:50:00+05:30,2361.35
2022-02-22 10:52:00+05:30,2362.25
2022-02-22 10:54:00+05:30,2365.0
2022-02-22 10:56:00+05:30,2364.7
2022-02-22 10:58:00+05:30,2366.3
2022-02-22 11:00:00+05:30,2366.9
2022-02-22 11:02:00+05:30,2371.15
2022-02-22 11:04:00+05:30,2370.55
2022-02-22 11:06:00+05:30,2372.85
2022-02-22 11:08:00+05:30,2371.85
2022-02-22 11:10:00+05:30,2373.25
2022-02-22 11:12:00+05:30,2372.9
2022-02-22 11:14:00+05:30,2370.4
2022-02-22 11:16:00+05:30,2370.45
2022-02-22 11:18:00+05:30,2373.75
2022-02-22 11:20:00+05:30,2375.0
2022-02-22 11:22:00+05:30,2375.35
2022-02-22 11:24:00+05:30,2372.5
2022-02-22 11:26:00+05:30,2375.2
2022-02-22 11:28:00+05:30,2376.1
2022-02-22 11:30:00+05:30,2375.5
2022-02-22 11:32:00+05:30,2376.0
2022-02-22 11:34:00+05:30,2378.0
2022-02-22 11:36:00+05:30,2374.35
2022-02-22 11:38:00+05:30,2377.3
2022-02-22 11:40:00+05:30,2374.95
2022-02-22 11:42:00+05:30,2376.05
2022-02-22 11:44:00+05:30,2376.8
2022-02-22 11:46:00+05:30,2376.8
2022-02-22 11:48:00+05:30,2374.65
2022-02-22 11:50:00+05:30,2375.45
2022-02-22 11:52:00+05:30,2371.0
2022-02-22 11:54:00+05:30,2371.95
2022-02-22 11:56:00+05:30,2372.2
2022-02-22 11:58:00+05:30,2366.6
2022-02-22 12:00:00+05:30,2366.7
2022-02-22 12:02:00+05:30,2366.1
2022-02-22 12:04:00+05:30,2360.95
2022-02-22 12:06:00+05:30,2365.95
2022-02-22 12:08:00+05:30,2367.4
2022-02-22 12:10:00+05:30,2368.0
2022-02-22 12:12:00+05:30,2370.0
2022-02-22 12:14:00+05:30,2369.25
2022-02-22 12:16:00+05:30,2366.35
2022-02-22 12:18:00+05:30,2370.25
2022-02-22 12:20:00+05:30,2370.95
2022-02-22 12:22:00+05:30,2369.3
2022-02-22 12:24:00+05:30,2372.0
2022-02-22 12:26:00+05:30,2369.0
2022-02-22 12:28:00+05:30,2368.05
2022-02-22 12:30:00+05:30,2369.15
2022-02-22 12:32:00+05:30,2367.85
2022-02-22 12:34:00+05:30,2372.0
2022-02-22 12:36:00+05:30,2372.4
2022-02-22 12:38:00+05:30,2373.85
2022-02-22 12:40:00+05:30,2373.8
2022-02-22 12:42:00+05:30,2374.25
2022-02-22 12:44:00+05:30,2375.0
2022-02-22 12:46:00+05:30,2372.9
2022-02-22 12:48:00+05:30,2371.7
2022-02-22 12:50:00+05:30,2370.85
2022-02-22 12:52:00+05:30,2371.4
2022-02-22 12:54:00+05:30,2369.95
2022-02-22 12:56:00+05:30,2369.2
2022-02-22 12:58:00+05:30,2368.1
2022-02-22 13:00:00+05:30,2366.2
2022-02-22 13:02:00+05:30,2365.05
2022-02-22 13:04:00+05:30,2365.55
2022-02-22 13:06:00+05:30,2362.5
2022-02-22 13:08:00+05:30,2362.5
2022-02-22 13:10:00+05:30,2361.7
2022-02-22 13:12:00+05:30,2362.7
2022-02-22 13:14:00+05:30,2363.05
2022-02-22 13:16:00+05:30,2363.15
2022-02-22 13:18:00+05:30,2366.5
2022-02-22 13:20:00+05:30,2363.55
2022-02-22 13:22:00+05:30,2365.15
2022-02-22 13:24:00+05:30,2364.0
2022-02-22 13:26:00+05:30,2359.3
2022-02-22 13:28:00+05:30,2364.95
2022-02-22 13:30:00+05:30,2361.25
2022-02-22 13:32:00+05:30,2360.55
2022-02-22 13:34:00+05:30,2362.0
2022-02-22 13:36:00+05:30,2362.2
2022-02-22 13:38:00+05:30,2367.0
2022-02-22 13:40:00+05:30,2365.0
2022-02-22 13:42:00+05:30,2362.5
2022-02-22 13:44:00+05:30,2360.5
2022-02-22 13:46:00+05:30,2361.05
2022-02-22 13:48:00+05:30,2361.4
2022-02-22 13:50:00+05:30,2360.3
2022-02-22 13:52:00+05:30,2361.2
2022-02-22 13:54:00+05:30,2360.6
2022-02-22 13:56:00+05:30,2362.5
2022-02-22 13:58:00+05:30,2367.85
2022-02-22 14:00:00+05:30,2371.85
2022-02-22 14:02:00+05:30,2375.7
2022-02-22 14:04:00+05:30,2374.95
2022-02-22 14:06:00+05:30,2375.8
2022-02-22 14:08:00+05:30,2374.85
2022-02-22 14:10:00+05:30,2376.45
2022-02-22 14:12:00+05:30,2379.5
2022-02-22 14:14:00+05:30,2380.55
2022-02-22 14:16:00+05:30,2383.45
2022-02-22 14:18:00+05:30,2383.0
2022-02-22 14:20:00+05:30,2383.15
2022-02-22 14:22:00+05:30,2385.5
2022-02-22 14:24:00+05:30,2386.95
2022-02-22 14:26:00+05:30,2390.8
2022-02-22 14:28:00+05:30,2388.15
2022-02-22 14:30:00+05:30,2391.95
2022-02-22 14:32:00+05:30,2392.7
2022-02-22 14:34:00+05:30,2391.0
2022-02-22 14:36:00+05:30,2391.6
2022-02-22 14:38:00+05:30,2392.5
2022-02-22 14:40:00+05:30,2391.8
2022-02-22 14:42:00+05:30,2391.0
2022-02-22 14:44:00+05:30,2386.1
2022-02-22 14:46:00+05:30,2392.75
2022-02-22 14:48:00+05:30,2390.55
2022-02-22 14:50:00+05:30,2391.15
2022-02-22 14:52:00+05:30,2390.0
2022-02-22 14:54:00+05:30,2389.5
2022-02-22 14:56:00+05:30,2390.6
2022-02-22 14:58:00+05:30,2390.3
2022-02-22 15:00:00+05:30,2388.95
2022-02-22 15:02:00+05:30,2383.5
2022-02-22 15:04:00+05:30,2381.15
